incident_name,Date ,Acres,Longitude,Latitude
Tarina Fire,2018-08-03T14:48:00Z,3156,-118.83556,35.37444
Breckenridge Fire,2017-06-09T04:53:00Z,35,-118.84134,35.37351
Branch Fire,2020-07-28T14:59:38Z,3222,-120.00521,35.35146
Soda Fire,2020-06-10T14:52:42Z,1680,-120.00521,35.35146
Lake Fire,2020-07-05T07:09:01Z,583,-120.00485,35.351065
Cuesta Fire,2015-08-16T18:13:00Z,2446,-120.6269,35.3477
Tower Fire,2017-07-07T16:23:00Z,58,-120.62825,35.346
Camp Fire,2017-05-18T08:48:00Z,225,-120.76464,35.34541
Boulder Fire,2019-06-05T10:49:00Z,1075,-119.913717,35.343761
Range Fire,2020-05-27T19:33:55Z,5000,-120.70524,35.34237
Fox Fire,2018-06-26T11:16:00Z,260,-120.71488,35.33916
Margarita Fire,2017-09-03T16:59:00Z,120,-120.50886,35.31886
Bena Fire,2020-07-01T16:32:50Z,4000,-118.702732,35.310132
Rolling Fire,2017-10-15T17:11:00Z,184,-118.701,35.3091
Carrizo Fire,2020-08-12T19:12:15Z,183,-119.987565,35.308259
Belmont Fire,2019-05-29T17:10:00Z,835,-119.96498,35.30759
Bend Fire,2020-06-25T17:28:46Z,263,-119.88048,35.30742
Poly Fire,2017-09-26T15:30:00Z,105,-120.65279,35.3024
Reservoir Fire,2018-09-16T08:34:00Z,51,-120.64398,35.30151
Rail Fire,2022-08-14T17:40:00Z,250,-118.6292243,35.2882644
Pozo Fire,2017-10-09T14:30:00Z,45,-120.44448,35.28738
Caliente Fire,2019-08-05T13:56:02Z,29,-118.623651,35.287373
Baker Fire,2020-06-17T20:22:58Z,165,-118.6894,35.27678
Caliente Fire,2023-09-16T15:37:00Z,55,-118.616,35.2674
Hart Fire,2016-08-04T17:10:00Z,100,-118.60344,35.24504
Tank Fire,2017-10-26T11:55:00Z,50,-118.56578,35.21556
Lopez Fire,2019-09-21T14:26:00Z,220,-120.455883,35.214364
Arrow Fire,2017-05-15T13:58:00Z,225,-119.87525,35.21177
Deer Fire,2016-07-01T14:05:00Z,1785,-118.72272,35.20993
Avenales Fire,2023-10-12T22:50:00Z,,-120.1924,35.2087
Range Fire,2016-08-26T10:10:00Z,600,-118.7212,35.2013
Range Fire,2022-06-03T10:59:00Z,93,-118.721683,35.199501
York Fire,2023-08-01T09:07:57Z,,-115.317389,35.191889
Quarry Fire,2017-10-12T10:42:00Z,183,-118.76152,35.19008
Ranch Fire,2019-10-01T22:35:52Z,52,-120.1755,35.189783
Elk Fire,2017-06-02T18:55:00Z,16,-119.2877,35.188
Avila Fire,2020-06-15T16:44:39Z,445,-120.69959,35.17977
Camino Fire,2018-10-19T14:10:00Z,58,-120.48861,35.17693
Marcel Fire,2018-08-17T18:47:00Z,34,-118.51651,35.17156
Branch Fire,2013-06-01T17:27:00Z,500,-120.05131,35.15832
Sheep Fire,2020-07-30T16:14:47Z,233,-118.7933,35.14357
Trotter,2023-08-14T11:10:00Z,52,-118.6027987,35.1387962
Camino Fire,2022-06-28T11:57:00Z,387,-120.437395,35.136141
Sheep Fire,2018-06-29T17:53:00Z,95,-118.72905,35.1234
Huasna Fire,2017-09-20T13:41:00Z,245,-120.39387,35.12269
Front Fire,2018-08-19T13:37:00Z,1014,-120.0922222,35.11416667
Boulevard Fire,2023-08-04T14:49:00Z,88,-118.2951023,35.0990626
Rinconada Fire,2023-08-11T19:00:00Z,,-120.0175,35.0832
Zenon Fire,2017-07-20T14:43:00Z,47,-120.5634,35.06472
Creek Fire,2018-06-21T16:45:00Z,10,-120.39295,35.05747
Feed Fire,2017-05-14T14:00:00Z,41,-118.90004,35.05076
Vulcan Fire,2019-05-03T15:04:00Z,172,-119.19454,35.03855
Alamo Fire,2017-07-06T15:44:00Z,28687,-120.3223,35.0179
Bull Fire ,2022-05-24T15:00:00Z,48,-120.3564497,35.0155237
Soda Fire,2016-06-04T17:46:00Z,0,-119.58206,35.01382
Thompson Fire ,2019-07-24T20:09:59Z,95,-120.435278,35.004722
Wolf Fire,2021-01-19T11:47:00Z,865,-119.185309,34.99432
Soda Fire,2020-08-12T11:43:49Z,424,-119.444977,34.962524
White Fire,2015-08-01T14:32:00Z,52,-120.2903,34.9522
Champagne Fire ,2023-06-30T14:11:00Z,25,-118.4252,34.9516
Wasioja Fire,2017-05-20T17:54:00Z,190,-119.8036,34.9465
Hudson Fire,2017-07-18T11:45:00Z,1083,-119.44751,34.94373
Fort Fire,2020-08-06T08:24:00Z,277,-118.92967,34.93929
Thunder Fire ,2022-06-22T18:41:00Z,2500,-118.889446,34.936618
Edmonston Fire,2022-05-19T16:15:00Z,682,-118.873889,34.935583
166 Fire,2020-08-03T20:27:11Z,,-119.5795,34.93442
Plant Fire,2022-06-11T02:49:16Z,517,-118.9253809,34.9324042
Rose Fire,2017-08-10T14:32:00Z,338,-118.9267,34.92907
Plant Fire,2023-08-19T13:25:33Z,,-119.73328,34.9190169
Shell Fire,2021-06-27T13:07:06Z,1984,-118.891,34.919
Water Fire,2018-09-12T11:25:00Z,200,-118.92485,34.91482
Water Fire,2013-07-23T09:15:00Z,612,-118.93388,34.90327
Tejon Fire,2019-07-21T15:30:17Z,208,-118.9183333,34.9008333
District Fire,2023-07-07T14:27:00Z,1044,-118.9033,34.8866
Rancho Fire,2013-07-19T12:00:00Z,500,-118.9194,34.882
Champagne Fire,2017-05-28T10:59:00Z,10,-118.35296,34.87128
Lebec Fire,2018-07-08T13:38:00Z,62,-118.87881,34.86022
Bear Fire,2021-07-11T13:29:14Z,71,-118.81448,34.85178
Tecuya Fire,2023-08-02T07:30:00Z,,-118.997325,34.847129
Crane Fire,2021-06-18T18:35:00Z,48,-118.86258,34.83498
Tumbleweed Fire,2021-07-04T14:49:36Z,868,-118.87933,34.808751
Gorman Fire,2017-07-28T15:25:00Z,135,-118.851943,34.792882
Grand Fire,2013-05-15T12:50:00Z,4346,-118.9411,34.7861
Sherpa Fire,2016-06-15T15:21:00Z,7474,-119.643,34.776
San Antonio Fire ,2020-09-16T16:00:33Z,111,-120.491594,34.773809
Sam Fire,2022-08-10T16:07:00Z,149,-118.732882,34.765322
WeeVill Fire,2021-05-20T09:27:00Z,300,-118.5044868,34.7591895
Ridge Fire,2020-07-27T17:19:21Z,321,-118.72004,34.75844
Washington Fire,2016-09-22T14:20:00Z,215,-120.55297,34.75134
Hungry Fire,2021-07-31T00:00:00Z,340,-118.8217926,34.7479248
Happy Fire,2018-05-17T12:53:00Z,60,-120.18236,34.74245
Mesa Fire,2017-07-17T14:55:00Z,50,-120.13249,34.72379
Drum Fire,2017-12-16T12:21:00Z,14,-120.27077,34.71796
Snail Fire,2019-09-01T17:37:43Z,279,-119.3547,34.71011
Pine Fire,2016-06-30T16:55:00Z,2304,-119.144,34.701
Gorman Fire,2016-04-19T13:09:00Z,0,-118.7892593,34.6888731
Lake Fire,2020-08-12T17:13:02Z,31089,-118.452,34.679
Five Fire,2019-08-03T17:01:15Z,156,-118.752395,34.677864
Caballo Fire,2021-09-06T14:54:06Z,70,-120.09009,34.6776
West Fire ,2019-08-13T14:37:54Z,105,-118.342239,34.675542
Rucker Fire,2017-09-29T14:42:00Z,444,-120.4393,34.67403
Range Fire,2019-07-28T22:39:05Z,100,-119.94974,34.665699
Emigrant Fire,2021-09-17T13:34:00Z,,-118.760816,34.665169
Johnson Fire ,2020-08-28T16:21:25Z,290,-118.36411,34.65979
Canyon Fire,2016-09-17T17:20:00Z,12518,-120.54421,34.63445
Drum Fire,2020-06-14T15:03:45Z,696,-120.28867,34.63309
McMurray Fire,2019-09-09T17:42:43Z,200,-120.187368,34.630919
Windmill Fire,2018-07-20T14:23:00Z,110,-120.22298,34.62412
Olive Fire,2013-05-28T15:24:00Z,170,-120.074655,34.611824
Miguelito Fire,2014-05-13T14:00:00Z,632,-120.454,34.609
Coast Fire,2017-12-14T12:59:00Z,14,-120.414875,34.605358
Powerhouse Fire,2013-05-30T15:28:00Z,30274,-118.423176,34.585595
Ogilvy Fire,2018-09-01T14:22:00Z,172,-119.61416,34.576944
Route Fire,2021-09-11T16:06:47Z,464,-118.688821,34.569383
Martindale Fire ,2020-09-28T17:08:09Z,230,-118.4,34.563
Howard Fire,2022-10-08T15:42:50Z,,-119.167059,34.560597
Lake Fire,2017-06-17T13:55:00Z,850,-118.60703,34.55607
Alisal Fire,2021-10-11T14:30:12Z,16970,-120.136,34.553
Whittier Fire,2017-07-08T13:43:00Z,18430,-119.9494,34.55096
White Fire,2013-05-27T14:45:00Z,1984,-119.82429,34.55048
Stone Fire,2018-06-04T12:40:00Z,1352,-118.31138,34.5486
Cruces Fire,2018-07-18T11:55:00Z,77,-120.3180556,34.54305556
Rowher Fire,2020-07-01T16:43:16Z,648,-118.324601,34.542742
Grade Fire,2023-10-06T12:35:00Z,,-120.1959,34.5423
Canyon Fire,2018-06-23T19:39:00Z,62,-118.75495,34.53765
Pitman Fire,2020-12-26T13:48:14Z,,-117.31544,34.52927
Route Fire,2022-08-31T12:01:00Z,5208,-118.6479,34.5255
Castaic Fire,2017-08-31T16:32:00Z,30,-118.62882,34.52055
Castaic Fire,2020-08-01T18:04:58Z,178,-118.59699,34.51853
Peter Fire,2023-07-03T17:32:00Z,14,-118.193056,34.516944
Cave Fire,2019-11-25T19:59:12Z,3126,-119.785,34.5025
Lake Fire,2013-05-17T13:23:00Z,712,-118.610044,34.49149
Real Fire,2019-10-17T16:31:00Z,420,-120.190833,34.484722
Gibraltar Fire,2015-10-29T05:30:00Z,21,-119.63216,34.4828
Charlie Fire,2018-09-22T14:30:00Z,3380,-118.60858,34.48229
Quail Fire,2022-08-17T17:31:09Z,53,-118.60811,34.48202
Hollister Fire,2020-05-07T08:10:19Z,156,-120.29379,34.47438
Tick Fire,2019-10-24T14:51:46Z,4615,-118.368056,34.472778
Hollister Fire,2022-03-12T11:35:00Z,120,-120.2770391,34.4687419
Soledad Fire,2020-07-05T17:18:35Z,1525,-118.328877,34.467915
Holiday Fire,2018-07-06T20:40:00Z,113,-119.831389,34.463889
Lime Fire,2020-06-10T18:30:38Z,803,-118.77347,34.46182
Pine Fire,2021-05-12T22:46:39Z,442,-117.663815,34.454231
Rye Fire,2017-12-05T11:31:00Z,6049,-118.58188,34.45283
North Fire,2021-04-28T23:04:57Z,650,-118.616276,34.449686
Holser Fire,2020-08-17T17:08:40Z,3000,-118.758965,34.438759
Agua Fire,2023-07-25T14:17:00Z,,-118.326389,34.438333
Milpas Fire,2019-07-22T19:45:27Z,81,-117.10318,34.42386
Magic Fire,2013-05-28T11:30:00Z,149,-118.58688,34.419284
Thomas Fire,2017-12-04T18:28:00Z,281893,-119.09124,34.41521
High Fire,2017-07-23T15:53:00Z,170,-117.03031,34.41204
Pitzer Fire,2020-07-17T14:59:54Z,119,-116.97557,34.39464
Roundup Fire,2023-07-04T14:40:46Z,34,-117.186767,34.38695
Wheeler Fire,2013-11-14T11:05:00Z,64,-119.13249,34.384
Farm Fire,2021-06-09T13:15:00Z,250,-117.4183546,34.3832472
Pico Fire,2018-07-23T12:55:00Z,128,-118.60441,34.38039
Placerita Fire,2017-06-25T12:47:00Z,760,-118.49343,34.37443
Sage Fire,2016-07-09T12:04:00Z,1100,-118.57245,34.36763
Pines Fire ,2015-07-17T21:30:00Z,200,-117.683,34.367
South Fire ,2019-07-14T11:45:00Z,131,-118.96,34.366111
Calgrove Fire ,2015-06-24T13:22:00Z,415,-118.535793,34.361007
Towsley Fire,2021-01-19T15:04:08Z,184,-118.5553174,34.3585229
Victor Fire,2023-07-25T15:25:00Z,70,-118.507954,34.356691
Sheep Fire,2022-06-12T06:45:19Z,865,-117.61508,34.355593
Telephone Fire,2019-09-02T20:27:29Z,15,-117.343833,34.353667
Sharp Fire,2013-08-08T12:15:00Z,243,-117.62,34.35
Vista Fire,2017-10-24T14:44:00Z,86,-119.30918,34.34949
Elsmere Fire,2020-08-03T15:45:29Z,200,-118.49731,34.3428
Railroad Fire,2021-08-29T12:50:00Z,61,-117.466,34.34
North Fire,2015-07-17T14:33:00Z,4250,-117.478,34.339
Cornell Fire,2020-12-07T11:44:00Z,174,-119.078,34.33622
Saddle Ridge Fire,2019-10-10T21:02:00Z,8799,-118.48161,34.32988
Solimar Fire,2015-12-25T22:42:00Z,1388,-119.34512,34.31953
Spring Fire,2016-09-07T16:53:00Z,50,-117.3189,34.3183
Silverwood Fire,2013-07-25T15:09:00Z,75,-117.352,34.316
Creek Fire,2017-12-05T03:44:00Z,15619,-118.35863,34.31283
Hesperia Fire,2022-06-06T16:47:00Z,95,-117.34635,34.31267
Highway Fire,2022-07-29T17:06:00Z,28,-117.3463886,34.312437
Marek Fire,2016-11-14T05:45:00Z,4824,-118.335,34.31
Silver Fire,2017-07-04T13:15:00Z,13,-117.3125,34.304722
Blue Cut Fire,2016-08-16T10:44:00Z,36274,-117.49342,34.30372
Westwood Fire,2021-04-04T15:52:00Z,25,-118.700095,34.30277328
Maria Fire ,2019-10-31T20:58:28Z,9999,-118.997115,34.302212
Gobblers Fire,2013-08-20T13:32:00Z,413,-117.598,34.302
Briggs Fire,2018-11-15T01:39:00Z,150,-119.0991667,34.30166667
Tower Fire,2017-04-30T16:03:00Z,150,-117.45646,34.30104
5 Fire,2017-06-03T15:39:00Z,25,-118.37539,34.29931
Holcomb Fire,2017-06-19T15:05:00Z,1503,-116.826,34.2976
Elizabeth Fire,2020-06-10T13:11:26Z,300,-119.17808,34.29475
Nob Fire,2023-04-26T10:16:00Z,,-117.565833,34.293103
Summit Fire,2013-05-01T12:38:00Z,2956,-116.941311,34.288877
Fawnskin Fire,2013-04-20T17:30:00Z,30,-116.941311,34.288877
Pilot Fire,2016-08-07T12:18:00Z,8110,-117.27338,34.28771
Cleghorn Fire,2013-08-17T17:25:00Z,110,-117.451,34.287
Easy Fire,2019-10-30T07:45:14Z,2375,-118.803389,34.282179
Kuehner Fire,2016-07-01T14:00:00Z,45,-118.63264,34.27619
Wheatland Fire,2016-05-23T14:15:00Z,156,-118.354,34.276
Peak Fire,2018-11-12T10:06:00Z,186,-118.6438159,34.26734825
Tecolote Fire,2014-08-17T14:30:00Z,274,-117.867,34.267
Ken Fire,2016-09-03T21:51:00Z,20,-117.4415,34.25858
Roadside Fire,2021-08-28T11:25:00Z,50,-117.4546,34.25145
Brook Fire,2020-07-29T17:24:17Z,185,-117.45479,34.25143
Keenbrook Fire,2018-09-26T10:56:00Z,53,-117.42431,34.24138
Olivas Fire,2019-10-11T15:57:10Z,200,-119.20187,34.23955
Rincon Fire,2017-08-03T16:21:00Z,10,-117.85182,34.23925
Antonio Fire,2021-08-03T13:02:00Z,50,-117.65989,34.23604
Woolsey Fire,2018-11-08T14:24:00Z,96949,-118.70128,34.235
Shoemaker Fire,2014-08-14T12:48:00Z,190,-117.771,34.235
East Fire,2022-08-25T13:39:48Z,150,-117.8004523,34.2338842
Fork Fire,2018-09-09T12:10:00Z,166,-117.846111,34.2325
Summit Fire,2015-08-23T12:25:00Z,55,-116.883,34.23
La Tuna Fire ,2017-09-01T13:26:00Z,7194,-118.2674,34.22957
Hill Fire,2018-11-08T14:03:00Z,4381,-118.93444,34.22685
Wilson Fire,2017-10-17T03:43:00Z,50,-118.05545,34.22551
Box Fire,2018-07-06T09:36:00Z,100,-117.40967,34.22526
Meyers Fire,2017-12-05T13:28:00Z,34,-117.40625,34.21829
Erbes Fire,2021-01-14T16:00:00Z,250,-118.83967,34.20955
Peak Fire,2021-06-28T10:52:00Z,35,-117.280416,34.20849
Grade Fire,2017-07-04T14:45:00Z,50,-118.98603,34.20599
La Barisa Fire,2019-08-03T17:22:51Z,26,-116.4449,34.202883
Gulch Fire,2022-08-29T11:26:45Z,113,-117.8608,34.2026
Dollar Fire,2017-07-22T13:35:00Z,85,-117.14466,34.20152
Sierra Fire,2013-09-24T15:51:00Z,200,-117.417,34.2
Mile Fire,2017-07-31T14:44:00Z,100,-117.26969,34.19076
South Fire,2021-08-25T16:11:00Z,680,-117.440263,34.186147
Old Water Fire,2019-10-24T04:53:17Z,145,-117.274276,34.183624
Lytle Fire,2013-05-13T13:30:00Z,75,-117.4408,34.1834
Hillside Fire,2019-10-31T06:53:47Z,200,-117.285,34.183
Mount R Fire,2020-07-03T16:29:04Z,62,-117.124353,34.182436
Sierra Fire,2018-11-13T08:19:00Z,147,-117.43184,34.18075
Manzanita Fire ,2022-09-23T15:23:00Z,,-117.1529,34.1776
Creek Fire,2018-06-30T12:12:00Z,33,-117.15381,34.17711
Radford Fire,2022-09-05T11:52:15Z,1079,-116.882,34.177
Dam Fire,2020-07-30T15:23:01Z,220,-117.889503,34.17363
Gray Fire,2018-07-13T14:32:00Z,12,-117.35606,34.171786
Colby Fire,2014-01-16T05:50:00Z,1952,-117.8816,34.1703
Etiwanda Fire,2014-04-30T08:00:00Z,2143,-117.547374,34.169346
Sterling Fire,2015-06-25T18:30:00Z,100,-117.243878,34.165974
Little Mountain Fire,2017-12-05T13:35:00Z,260,-117.33334,34.16564
University Fire,2021-09-22T11:27:08Z,71,-117.333215,34.164501
Lake Fire,2015-06-17T15:52:00Z,31359,-116.8927778,34.16027778
Ranch 2 Fire,2020-08-13T14:49:55Z,4237,-117.910498,34.160265
Wendy Fire,2019-10-10T21:28:58Z,91,-118.950833,34.156389
Sterling,2018-08-31T17:58:00Z,125,-117.244366,34.15475
Potrero Fire,2015-11-07T01:45:00Z,50,-118.879444,34.15
Madre Fire,2013-09-23T18:00:00Z,268,-117.908,34.149
Hidden Fire,2017-07-12T15:29:00Z,46,-117.189,34.149
San Dimas Fire,2020-11-06T07:28:52Z,131,-117.778561,34.146195
Mart Fire,2017-06-27T15:22:00Z,670,-117.17813,34.14575
Seine Fire,2017-07-22T15:49:00Z,20,-117.199,34.139
Easton Fire,2020-07-20T19:10:36Z,71,-117.192142,34.135626
Freeway Fire,2017-10-24T10:27:00Z,40,-117.4982,34.13534
Portola Fire ,2018-06-12T14:56:00Z,20,-118.427886,34.110516
Stokes Fire,2017-06-29T15:45:00Z,41,-118.70294,34.10446
Getty Fire ,2019-10-28T06:46:55Z,745,-118.478717,34.098191
Bridge Fire,2017-07-14T14:23:00Z,460,-117.10567,34.09773
Valley Fire,2018-07-06T13:29:00Z,1350,-116.958806,34.095568
Skirball Fire,2017-12-06T06:31:00Z,422,-118.48178,34.09454
Elk Trail Fire,2022-05-26T12:23:12Z,431,-116.447636,34.090619
Bryant Fire,2017-08-03T15:35:00Z,325,-117.03826,34.08492
El Dorado Fire,2020-09-05T12:51:00Z,22744,-116.98669,34.08056
Palisades Fire,2021-05-14T21:50:41Z,1202,-118.558938,34.079046
Mill 2 Fire,2015-07-12T14:46:00Z,54,-117.0487863,34.0783472
Bryant Fire,2017-07-07T15:45:00Z,74,-117.06765,34.07612
Mills Fire,2013-06-28T14:30:00Z,534,-117.048397,34.071556
Nice Fire,2023-06-27T15:13:00Z,90,-117.0957,34.0568
Palisades Fire,2019-10-21T11:52:52Z,42,-118.554091,34.055768
Post Fire,2020-08-02T20:49:07Z,120,-118.21608,34.04447
Matz Fire,2017-05-29T01:20:00Z,16,-116.55326,34.04412
Topanga Fire,2017-06-29T15:09:00Z,55,-118.58624,34.03941
Oak Fire,2017-11-29T12:19:00Z,99,-116.940661,34.035344
Cypress Fire,2020-11-01T17:05:47Z,150,-117.51476,34.03343
Beaumont Fire,2019-10-21T08:16:33Z,11,-117.21545,34.033117
Karen Fire,2020-07-25T18:16:54Z,250,-117.429598,34.028116
Santa Cruz Fire,2018-03-27T14:45:00Z,258,-119.76576,34.0232
Village Fire,2023-07-08T17:21:44Z,,-117.5072,34.0204
Oak Fire,2023-07-19T14:02:00Z,137,-117.4261,34.0182
Pyrite Fire ,2022-05-06T12:51:00Z,60,-117.462367,34.018021
Hill Fire ,2019-10-31T08:19:00Z,628,-117.4625,34.01778
Bruder Fire,2020-10-15T05:40:14Z,170,-117.138078,34.014728
Scorpion Fire,2020-05-31T18:09:09Z,1395,-119.74577,34.01389
Lost Lake Fire ,2022-05-26T21:31:18Z,5856,-114.484173,34.010838
Stewart Fire,2017-08-04T14:25:00Z,122,-117.239099,34.009026
Opera Fire,2017-04-30T15:23:00Z,1350,-117.30693,34.00566
Liveoak Fire,2013-09-11T16:57:00Z,73,-117.106075,34.003151
Palmyrita Fire,2013-06-14T13:47:00Z,40,-117.302057,34.001745
Star Fire,2019-07-28T13:20:11Z,156,-117.769766,33.997528
Hathaway Fire,2013-06-09T12:30:00Z,0,-116.84137,33.99647
Jurupa Fire,2017-07-04T15:20:00Z,35,-117.48405,33.99316
Sandalwood Fire,2019-10-10T15:38:44Z,1011,-117.059167,33.9925
Apple Fire,2020-07-31T18:08:39Z,33424,-116.9617,33.99139
Redlands Fire,2013-07-16T17:48:00Z,150,-117.164997,33.990128
Riverbottom Fire,2017-12-21T11:16:00Z,45,-117.38417,33.9885
Smiley Fire,2017-06-18T15:10:00Z,153,-117.21314,33.98639
Spider Fire,2015-07-12T13:52:00Z,21,-117.43942,33.986204
46 Fire,2019-10-31T06:22:34Z,328,-117.414111,33.985972
Viper Fire,2023-06-21T10:19:00Z,25,-117.138268,33.984167
Reche Fire,2023-07-14T00:58:00Z,437,-117.2169,33.9835
Blaine Fire,2017-08-13T16:10:00Z,1500,-117.30819,33.98212
Country Fire,2018-08-25T11:58:00Z,32,-117.20534,33.97902
Reche Fire,2019-10-10T14:18:17Z,350,-117.207068,33.975405
Palmer Fire,2017-09-02T13:33:00Z,3800,-117.09984,33.97471
Moraga Fire,2017-05-18T17:25:00Z,14,-117.44148,33.97155
Mann Fire,2020-03-03T11:13:50Z,180,-117.51793,33.96957
Viper Fire,2013-06-08T15:37:00Z,42,-117.1265,33.96936
Timber Fire,2017-07-03T19:31:00Z,30,-117.25411,33.96896
Union Fire,2022-06-25T17:22:36Z,110,-117.462524,33.968307
Lake Fire,2021-05-24T13:30:26Z,115,-117.471517,33.965596
Riverdale Fire,2017-12-04T12:26:00Z,40,-117.4764,33.96514
Smiley Fire,2017-05-21T16:12:00Z,35,-117.20507,33.96419
Smiley Fire,2013-05-25T14:59:00Z,124,-117.187934,33.963591
Heacock Fire,2013-07-19T16:21:00Z,40,-117.2508,33.9634
Cherry Fire,2013-05-20T13:47:00Z,25,-116.907213,33.96201
Water Fire,2013-05-21T14:16:00Z,90,-116.6534,33.9582
Arlanza Fire,2021-11-21T11:45:14Z,24,-117.487947,33.952633
Canyon Fire,2017-06-15T11:36:00Z,105,-116.884446,33.950382
Mias Fire,2017-08-14T15:45:00Z,600,-116.88066,33.95036
Fairview Fire,2017-06-01T16:12:00Z,26,-116.59719,33.94788
Land Fire,2018-08-22T13:45:00Z,23,-117.066643,33.946896
Moreno Fire,2017-05-23T13:13:00Z,10,-117.17773,33.94673
Gilman Fire,2013-07-19T17:31:00Z,15,-117.09306,33.94528
Bane Fire,2014-10-16T14:34:00Z,48,-117.70643,33.93869
Sunset Fire,2023-07-27T18:49:16Z,103,-116.9081,33.9372
Sycamore Fire,2019-09-07T20:31:46Z,250,-117.3063,33.9369
Spring Fire,2023-07-11T16:46:00Z,35,-117.124,33.9364
Rabbit Fire,2020-07-30T14:40:11Z,104,-117.034461,33.934137
Jack Fire,2020-07-24T17:32:36Z,145,-117.033124,33.93327
Sanderson Fire,2020-12-13T08:00:00Z,1954,-117.03459,33.93244
Euclid Fire,2018-06-12T14:22:00Z,154,-117.654299,33.925862
Water Fire,2020-08-02T15:11:20Z,52,-116.641846,33.924086
Jerry Fire,2019-06-21T13:02:00Z,500,-117.103765,33.919507
Westward Fire,2021-08-25T14:17:00Z,160,-116.877776,33.918089
Canyon Fire,2017-07-03T13:34:00Z,10,-116.99321,33.91806
Almond Fire,2023-08-02T23:44:00Z,95,-116.76111,33.91436
Lisa Fire,2017-07-02T13:04:00Z,11,-117.096233,33.913089
Wolf Fire ,2019-06-29T12:54:13Z,214,-116.980528,33.911
Relay Fire,2013-08-04T16:29:00Z,60,-116.99895,33.91027
Radio Fire,2019-08-12T10:53:10Z,20,-117.004667,33.909792
Lambs Fire,2017-06-18T12:28:00Z,10,-116.9669,33.90965
Highland Fire,2023-07-14T14:57:00Z,105,-116.946498,33.907342
Palm Fire,2017-11-14T16:11:00Z,40,-116.50151,33.90327
Kennedy Fire,2019-09-21T17:22:00Z,98,-117.170588,33.900994
Geology Fire,2023-06-10T16:01:00Z,,-116.0533,33.896
Coyote Fire,2021-06-02T18:30:00Z,43,-116.90145,33.895007
Davis Fire,2021-05-18T13:30:00Z,300,-117.1116,33.8948
Gorgonio Fire,2013-05-04T11:43:00Z,650,-116.855019,33.894055
Airport Fire,2020-12-01T17:27:18Z,1087,-117.62109,33.893351
Longhorn Fire,2017-12-13T15:27:00Z,19,-116.91023,33.88994
Quail Fire,2021-07-20T13:52:41Z,50,-117.070814,33.889516
Rabbit Fire,2023-07-14T15:30:00Z,8283,-117.070916,33.889467
Snow Fire ,2020-09-17T16:11:01Z,6254,-116.68386,33.88831
Lago Fire,2018-04-22T13:35:00Z,18,-117.16232,33.88744
Coyote Fire,2022-05-15T17:33:40Z,46,-116.900635,33.886637
Canyon Fire,2017-05-14T12:51:00Z,17,-116.99229,33.88466
Highway Fire,2015-04-18T18:12:00Z,1049,-117.642759,33.884313
Lamb Fire,2017-05-25T14:48:00Z,120,-116.99651,33.88287
Extension Fire,2017-10-23T10:31:00Z,50,-117.00589,33.8826
Lago Fire,2017-07-03T15:14:00Z,50,-117.16215,33.87739
Blue Ridge Fire ,2020-10-26T14:32:41Z,13964,-117.675067,33.877257
Hills Fire,2017-08-19T16:31:00Z,168,-117.00258,33.87679
Rock Fire,2023-08-09T14:35:00Z,532,-117.150639,33.871189
Shirleon Fire ,2017-06-04T16:48:00Z,10,-116.88097,33.87107
Canyon 2 Fire,2017-10-09T09:51:00Z,9217,-117.70975,33.87041
Bridge Fire,2021-05-05T23:30:06Z,226,-117.044072,33.86972
Canyon Fire,2017-09-25T13:03:00Z,2662,-117.68598,33.8668
Meadow Fire,2018-04-09T18:18:00Z,21,-117.48144,33.86439
Silver Fire,2013-08-07T14:05:00Z,20292,-116.90427,33.86157
Wolf Fire,2019-10-10T18:36:46Z,75,-116.897333,33.8615
Gilman Fire,2020-05-18T13:38:14Z,20,-117.024114,33.861054
Sobrante Fire,2018-07-28T15:38:00Z,30,-117.43521,33.85852
Redwood Fire,2019-09-12T20:30:41Z,34,-117.270144,33.854597
Eagle Fire,2017-07-04T16:55:00Z,205,-117.48195,33.85323
Sobrante Fire ,2019-11-01T13:04:34Z,19,-117.461363,33.849906
Bernasconi Fire,2023-07-04T17:45:00Z,18,-117.153554,33.838928
Day Fire,2023-07-05T18:26:37Z,56,-117.278984,33.837311
Skyline Fire,2018-07-19T17:22:00Z,282,-117.607577,33.836101
Harley Fire,2020-05-28T17:08:59Z,60,-117.34934,33.83167
Rider Fire,2023-07-11T12:43:00Z,12,-117.2616,33.8302
Sierra Fire,2020-06-08T17:46:04Z,100,-117.46036,33.82925
Eagle Fire,2019-10-10T12:08:00Z,9,-117.499619,33.827979
Ramona Fire,2023-05-22T14:11:00Z,348,-117.033714,33.823424
Pulsar Fire,2023-07-13T20:39:00Z,12,-117.068009,33.821929
Vernon Fire,2017-06-03T12:09:00Z,27,-116.96079,33.82165
Placentia Fire,2017-07-28T18:11:00Z,63,-117.18552,33.81976
Gavilan Fire,2023-07-15T15:28:00Z,338,-117.358124,33.817004
Foothill Fire,2019-05-20T13:50:00Z,26,-117.18194,33.81678
Orange fire,2019-07-13T10:36:00Z,96,-117.1228851,33.8128372
Nuevo Fire,2019-06-27T16:14:25Z,20,-117.15738,33.80493
Soboba Fire,2018-09-14T19:32:00Z,25,-116.93188,33.80406
