creation_date,accession_number,artist,display_title,Latitude,Longitude
2015,2008.10.k,"Wolff, Lena",Quail and Monkey Branch,37.75632799,-122.405817
2016,2008.10.c,"Colburn, Adriane",Shadow Kingdom,37.76647005,-122.3963199
2016,2008.11.a-d,"Liu, Crystal","Underground, ""Stuck in Between""",37.61242626,-122.3937406
2016,2008.12.c,"McGee, Barry",Untitled,37.62043,-122.399165
2016,2011.29.b,"Trautman, Benjamin",Flight,37.76442298,-122.438148
2016,2008.6.c,Wowhaus,Garden Guardians,37.75136402,-122.428975
2017,2008.10.y,"Ando, Miya",November Evening Cloud 4.6,37.61242626,-122.3937406
2017,2008.7.a,"Axelrad, Merle",Sentinel,37.73976799,-122.377978
2017,2008.6.d,"Burd, Natalya",So much more than this,37.61242626,-122.3937406
2017,2013.3.b,"Chiara, John","Cabrillo Highway at Pescadero Creek Road, Variation 4",37.61242626,-122.3937406
2017,2008.7.b,"Deutsch, Richard",Alma,37.73976799,-122.377978
2017,2008.10.m,"Ezawa, Kota",Mondrian Meets The Beatles,37.62043,-122.399165
2017,2008.10.j,"Garten, Cliff",Islais,37.74611003,-122.3871099
2017,2013.3.a,"Garza, Carmen Lomas",The California Condor,37.76375748,-122.415227
2017,2008.10.b,"Garza, Carmen Lomas",The Great Blue Heron,37.76375748,-122.415227
2017,T2009.3,"Loewenthal, Terri","Psychscape 18 (Banner Ridge, CA)",37.61242626,-122.3937406
2017,2008.10.x,"Loewenthal, Terri","Psychscape 73 (Downs, Mount, CA)",37.61242626,-122.3937406
2017,2008.6.a,"McCarthy, Alicia",Untitled,37.62043,-122.399165
2017,2013.3.a-b,"McKenna, Klea",Born in 1717,37.61242626,-122.3937406
2017,2008.10.p,"Norris, Sirron",Land of the Helping Hand,37.75632799,-122.405817
2017,2008.6.b,"Shaw, Alice",No Other Lands Their Glory Know,37.62043,-122.399165
2017,2008.12.b,"Sowers, Charles",Solar Totems,37.73598004,-122.4419099
2017,2011.25.1-7,"Thomas, Hank Willis","They are Us, Us is Them",37.62043,-122.399165
2017,2008.13.1-6,"Whyte, Steven",Comfort Women's Column of Strength,37.79245127,-122.4054364
2018,2008.10.r,"Alexopoulos, Yorgo",Split,37.62043,-122.399165
2018,2008.13.3,"Chronister, James",California (1),37.61242626,-122.3937406
2018,2008.10.u,"Corday, Christine",Geneses,37.784395,-122.401875
2018,2008.10.o,"Finch, Spencer",Orion,37.62043,-122.399165
2018,2008.7.a-b,"Rosenberg, Leah",Everywhere a Color,37.62043,-122.399165
2019,2009.7.17,"Arzabe, Miguel",Culture Fabric (Bay Area),37.61242626,-122.3937406
2019,T2009.1,"Cain, Sarah",We Will Walk Right Up to the Sun,37.61242626,-122.3937406
2019,2011.29.a-c,"De Othello, Woody",Light,37.62043,-122.399165
2019,2017.4.a-b,"De Othello, Woody",Turn,37.62043,-122.399165
2019,2009.7.16,"De Othello, Woody",Time,37.62043,-122.399165
2019,2011.29.c,"Drew, Leonardo",Number 69S,37.62043,-122.399165
2019,2009.7.1,"Glynn, Liz",Terra-Techne,37.62043,-122.399165
2019,2008.12.a,"Grawunder, Johanna",Coding,37.63655001,-122.40055
2019,2008.10.aa,"Handforth, Mark",Red Cadmium Giant,37.62043,-122.399165
2019,2008.13.2,"Harvey, Ellen",Green Map,37.61242626,-122.3937406
2019,2008.10.v,"Hashimoto, Jacob",This Infinite Gateway of Time and Circumstance,37.61242626,-122.3937406
2019,2008.10.d,"JÃ¤gel, Jason",The Author & Her Story,37.62043,-122.399165
2019,2009.7.7,"Kosuth, Joseph",W.F.T. (San Francisco),37.77806101,-122.41732
2019,2013.4.a-b,"Minervini, Robert",Hyper-Natural Bay Area or Bay Area Hyper-Naturalism (which title is correct?),37.62043,-122.399165
2019,2009.7.1-24,"Nawa, Kohei",Ether,37.61242626,-122.3937406
2019,2008.13.5,"Pehrson, Tahiti",Circadian Transit,37.61242626,-122.3937406
2019,2008.10.e,"Sesay, Muzae",Where Community Happens,37.78263411,-122.4157695
2019,2008.12.a-c,"Villareal, Leo",Point Cloud,37.78327003,-122.4026999
2019,2008.10.l,"Wilson, David","Winter/Spring, Standing in Claremont Canyon",37.61242626,-122.3937406
2020,2009.7.13,"Colburn, Adriane",Geologic Ghost,37.78668402,-122.394391
2020,2013.4.b,"Hemenway, Dana",The Color of Horizons,37.62043,-122.399165
2020,2009.7.3,"Ohtake, Moto",Microcosmic,37.77833003,-122.39654
2020,2009.7.11,"Vogt, Andrew (Andy)",Unfolding Space,37.62043,-122.399165
1930s,1923.2.1,"Bufano, Beniamino",Rabbit,37.76665001,-122.42229
1930s,1923.2.1-2,"Bufano, Beniamino",Penguins,37.7969565,-122.3982481
1930s,1937.4,"Bufano, Beniamino",Cat and Mouse,37.76665001,-122.42229
1930s,1930.1,"Bufano, Beniamino",Bear and Cubs,37.76665001,-122.42229
1930s,1942.7,"Bufano, Beniamino",Small Fish--Big Fish,37.76665001,-122.42229
1930s,1942.3,"Bufano, Beniamino",Frog,37.80640001,-122.423925
1930s,1942.6,"Bufano, Beniamino",Two Sea Lions,37.76665001,-122.42229
